Subúrbio,Endereço,Salas,Tipo,Distância,Código Postal,Quartos,Banheiros,Garagem,Tamanho do Terreno,Área Construída,Ano de Construção,Latitude,Longitude,Quantidade de Imóveis na Região,Preço,Preço Previsto LightGBM,Erro Percentual
Moonee Ponds,25 George St,4,Casa,6.9,3039.0,4.0,2.0,3.0,431.0,246.0,1910.0,-37.7615,144.9094,6232.0,"$955,000.00","$1,547,839.61",62.08%
Moonee Ponds,8 Milfay Av,4,Casa,6.9,3039.0,,,,,,,,,6232.0,"$1,680,000.00","$1,566,349.87",6.76%
Moonee Ponds,33A Vine St,3,Terreno,6.9,3039.0,3.0,3.0,2.0,256.0,,,-37.7685,144.9294,6232.0,"$1,410,000.00","$1,219,784.06",13.49%
Murrumbeena,7 Merrimu St,4,Casa,12.1,3163.0,4.0,2.0,2.0,651.0,199.0,1940.0,-37.8879,145.0768,4442.0,"$1,656,000.00","$1,418,537.48",14.34%
Murrumbeena,2/13 Walker St,2,Casa,12.1,3163.0,2.0,1.0,1.0,646.0,92.0,,-37.8949,145.072,4442.0,"$707,000.00","$1,090,641.93",54.26%
Murrumbeena,1/9 Howe St,2,Apartamento,12.1,3163.0,2.0,1.0,3.0,194.0,,,-37.8953,145.0731,4442.0,"$770,000.00","$598,154.48",22.32%
Murrumbeena,6/51 Murrumbeena Rd,2,Apartamento,12.1,3163.0,2.0,1.0,2.0,1113.0,93.0,2010.0,-37.8892,145.0664,4442.0,"$582,000.00","$666,646.74",14.54%
Murrumbeena,11 Strathearn Av,3,Casa,12.1,3163.0,,,,,,,,,4442.0,"$1,200,000.00","$1,179,945.26",1.67%
Murrumbeena,4/12 Dalny Rd,2,Apartamento,12.1,3163.0,2.0,1.0,1.0,0.0,,,-37.9025,145.066,4442.0,"$490,000.00","$504,954.65",3.05%
Murrumbeena,24 Kinlock Av,4,Casa,12.1,3163.0,,,,,,,,,4442.0,"$1,600,000.00","$1,328,025.10",17.00%
Murrumbeena,5 Donal St,3,Casa,12.1,3163.0,3.0,1.0,2.0,557.0,108.0,1950.0,-37.9059,145.0733,4442.0,"$1,255,000.00","$1,143,072.83",8.92%
Murrumbeena,1/5 Dunoon St,2,Apartamento,12.1,3163.0,2.0,1.0,1.0,0.0,,,-37.8913,145.0673,4442.0,"$420,500.00","$537,996.87",27.94%
Murrumbeena,5/25 Hobart Rd,1,Apartamento,12.1,3163.0,1.0,1.0,1.0,0.0,,1960.0,-37.8867,145.0699,4442.0,"$261,000.00","$288,552.86",10.56%
Murrumbeena,1/211 Murrumbeena Rd,2,Apartamento,12.1,3163.0,2.0,1.0,1.0,77.0,77.0,1970.0,-37.8999,145.0643,4442.0,"$535,000.00","$517,117.25",3.34%
Murrumbeena,52 Wallace Av,2,Casa,12.1,3163.0,,,,,,,,,4442.0,"$1,416,000.00","$1,072,771.13",24.24%
Murrumbeena,17/41 Murrumbeena Rd,2,Apartamento,12.1,3163.0,2.0,2.0,1.0,0.0,75.0,2013.0,-37.8882,145.0666,4442.0,"$586,000.00","$574,570.13",1.95%
Murrumbeena,1/9 Packer St,2,Apartamento,12.1,3163.0,2.0,1.0,2.0,308.0,,2008.0,-37.8907,145.0761,4442.0,"$926,000.00","$664,454.23",28.24%
Newport,28 Agg St,4,Casa,8.4,3015.0,4.0,2.0,1.0,402.0,146.0,1925.0,-37.8433,144.8774,5498.0,"$1,230,000.00","$1,112,743.69",9.53%
Newport,74 Challis St,4,Casa,8.4,3015.0,4.0,2.0,3.0,480.0,235.0,1940.0,-37.8439,144.8733,5498.0,"$1,560,000.00","$1,164,760.74",25.34%
Newport,83 Elizabeth St,3,Casa,8.4,3015.0,3.0,1.0,2.0,1070.0,,,-37.836,144.8784,5498.0,"$2,000,000.00","$1,739,904.37",13.00%
Newport,38 Speight St,2,Casa,8.4,3015.0,2.0,1.0,1.0,342.0,,,-37.8425,144.8766,5498.0,"$820,000.00","$820,471.20",0.06%
Newport,58 Alma Tce,3,Casa,8.4,3015.0,3.0,1.0,2.0,588.0,,,-37.8485,144.8909,5498.0,"$1,530,000.00","$1,448,338.26",5.34%
Newport,298 Douglas Pde,3,Casa,8.4,3015.0,3.0,1.0,4.0,644.0,,,-37.8457,144.8924,5498.0,"$1,400,000.00","$1,506,618.46",7.62%
Newport,12 Durkin St,3,Casa,8.4,3015.0,3.0,1.0,0.0,484.0,,,-37.8437,144.8809,5498.0,"$1,200,000.00","$983,751.08",18.02%
Newport,7 Elgin St,3,Casa,8.4,3015.0,3.0,2.0,0.0,367.0,,,-37.844,144.889,5498.0,"$1,325,500.00","$1,179,531.26",11.01%
Newport,56 Hall St,2,Casa,8.4,3015.0,2.0,1.0,0.0,165.0,9.0,,-37.8415,144.884,5498.0,"$890,000.00","$756,712.36",14.98%
Newport,9 Laurie St,4,Casa,8.4,3015.0,,,,,,,,,5498.0,"$1,120,000.00","$1,156,498.46",3.26%
Newport,5/58 Mason St,2,Apartamento,8.4,3015.0,2.0,1.0,1.0,,,,-37.8418,144.8782,5498.0,"$497,000.00","$540,738.67",8.80%
Newport,195 Blackshaws Rd,3,Casa,8.4,3015.0,3.0,2.0,2.0,333.0,192.0,2010.0,-37.8334,144.8673,5498.0,"$975,000.00","$902,392.30",7.45%
Newport,7 Clyde St,5,Casa,8.4,3015.0,5.0,2.0,7.0,760.0,229.0,1935.0,-37.8437,144.865,5498.0,"$1,820,000.00","$1,644,779.82",9.63%
Newport,17 Gordon St,3,Terreno,8.4,3015.0,3.0,2.0,2.0,575.0,128.0,2017.0,-37.8389,144.8666,5498.0,"$900,000.00","$919,525.11",2.17%
Newport,11 Margaret St,3,Terreno,8.4,3015.0,,,,,,,,,5498.0,"$870,000.00","$843,328.13",3.07%
Newport,14 Breadalbane Pl,3,Casa,8.4,3015.0,3.0,2.0,2.0,315.0,,,-37.8496,144.8868,5498.0,"$1,410,000.00","$1,139,322.26",19.20%
Newport,33 Bunbury St,1,Casa,8.4,3015.0,1.0,1.0,0.0,622.0,,,-37.8497,144.8903,5498.0,"$1,700,000.00","$1,357,167.90",20.17%
Newport,139 Blackshaws Rd,4,Casa,8.4,3015.0,4.0,2.0,4.0,540.0,113.0,1970.0,-37.8339,144.8716,5498.0,"$956,000.00","$1,087,077.04",13.71%
Newport,21 Junction St,2,Casa,8.4,3015.0,2.0,1.0,2.0,482.0,,,-37.8358,144.8803,5498.0,"$1,215,000.00","$962,058.79",20.82%
Newport,2 Maddox Rd,3,Casa,8.4,3015.0,3.0,1.0,2.0,459.0,,,-37.8415,144.8698,5498.0,"$828,000.00","$917,552.36",10.82%
Newport,74 Oxford St,4,Casa,8.4,3015.0,4.0,1.0,4.0,837.0,173.0,1930.0,-37.837,144.8772,5498.0,"$1,650,000.00","$1,598,626.48",3.11%
Newport,74 Alma Tce,4,Casa,8.4,3015.0,4.0,2.0,3.0,580.0,222.0,1890.0,-37.8477,144.8903,5498.0,"$2,337,000.00","$1,968,964.71",15.75%
Newport,11 Challis St,3,Casa,8.4,3015.0,3.0,1.0,3.0,752.0,,,-37.8481,144.8721,5498.0,"$1,370,000.00","$1,258,670.01",8.13%
Newport,1 Elphin St,2,Casa,8.4,3015.0,2.0,1.0,3.0,480.0,,,-37.8431,144.8919,5498.0,"$1,070,000.00","$1,033,834.55",3.38%
Newport,63 Hobson St,3,Casa,8.4,3015.0,3.0,1.0,0.0,452.0,146.0,1950.0,-37.8402,144.8886,5498.0,"$1,075,000.00","$1,026,216.89",4.54%
Newport,16 Thorpe St,3,Casa,8.4,3015.0,3.0,1.0,6.0,761.0,,,-37.8464,144.865,5498.0,"$1,100,000.00","$1,225,651.54",11.42%
Niddrie,30 Carrington Rd,3,Casa,11.2,3042.0,3.0,1.0,1.0,650.0,,,-37.7375,144.8885,2291.0,"$1,312,000.00","$1,091,933.52",16.77%
Niddrie,13 George St,3,Casa,11.2,3042.0,3.0,1.0,2.0,626.0,,,-37.7421,144.8851,2291.0,"$960,000.00","$1,005,352.34",4.72%
Niddrie,13 Haldane Rd,3,Casa,11.2,3042.0,3.0,1.0,2.0,657.0,,,-37.7356,144.8859,2291.0,"$935,000.00","$1,035,491.81",10.75%
Niddrie,21 Ryder St,3,Casa,11.2,3042.0,3.0,2.0,1.0,297.0,139.0,1955.0,-37.738,144.8865,2291.0,"$810,000.00","$891,899.85",10.11%
Niddrie,60 Teague St,3,Casa,11.2,3042.0,3.0,1.0,1.0,650.0,,,-37.7436,144.8856,2291.0,"$1,200,000.00","$1,065,436.97",11.21%
Niddrie,24 The Avenue,3,Casa,11.2,3042.0,3.0,2.0,2.0,795.0,,,-37.736,144.8771,2291.0,"$850,000.00","$1,002,552.43",17.95%
Niddrie,59 Hoffmans Rd,3,Casa,11.2,3042.0,3.0,1.0,2.0,597.0,,,-37.7473,144.8905,2291.0,"$944,000.00","$975,651.30",3.35%
Niddrie,2/34 Haldane Rd,2,Apartamento,11.2,3042.0,2.0,1.0,1.0,167.0,69.0,2013.0,-37.7343,144.8824,2291.0,"$510,000.00","$476,202.37",6.63%
Niddrie,4/503 Keilor Rd,1,Apartamento,11.2,3042.0,1.0,1.0,1.0,710.0,58.0,2015.0,-37.7355,144.8874,2291.0,"$325,000.00","$441,658.86",35.90%
Niddrie,1/79 Coghlan St,3,Terreno,11.2,3042.0,3.0,2.0,2.0,202.0,151.0,2015.0,-37.7418,144.8833,2291.0,"$800,000.00","$693,191.76",13.35%
Niddrie,13 Hotham Rd,3,Casa,11.2,3042.0,3.0,1.0,1.0,650.0,,,-37.7368,144.8886,2291.0,"$1,450,000.00","$1,018,323.88",29.77%
Niddrie,204/4 Hotham Rd,3,Apartamento,11.2,3042.0,3.0,1.0,1.0,1218.0,94.0,2012.0,-37.736,144.8886,2291.0,"$500,000.00","$624,444.22",24.89%
Niddrie,20 Rutland St,1,Casa,11.2,3042.0,1.0,1.0,0.0,649.0,,,-37.7356,144.8799,2291.0,"$1,405,000.00","$1,021,882.33",27.27%
Northcote,48 Charles St,2,Casa,5.5,3070.0,2.0,1.0,1.0,263.0,,,-37.777,144.992,11364.0,"$1,343,000.00","$1,205,930.42",10.21%
Northcote,12/412 High St,2,Apartamento,5.5,3070.0,2.0,2.0,1.0,1106.0,70.0,2009.0,-37.7679,144.9994,11364.0,"$680,000.00","$663,993.62",2.35%
Northcote,2/19 Glanfield St,2,Casa,5.5,3070.0,2.0,1.0,1.0,120.0,,1975.0,-37.7715,145.0075,11364.0,"$695,000.00","$838,169.65",20.60%
Northcote,16/341 Heidelberg Rd,2,Apartamento,5.5,3070.0,2.0,1.0,1.0,1000.0,,,-37.7836,145.0139,11364.0,"$420,000.00","$599,472.43",42.73%
Northcote,50 Herbert St,3,Casa,5.5,3070.0,3.0,1.0,0.0,191.0,108.0,1915.0,-37.7717,144.995,11364.0,"$1,300,000.00","$1,280,831.13",1.47%
Northcote,23A Johnson St,2,Casa,5.5,3070.0,2.0,1.0,2.0,228.0,110.0,2004.0,-37.7634,144.9985,11364.0,"$995,000.00","$1,020,831.24",2.60%
Northcote,157 Bastings St,5,Casa,5.5,3070.0,5.0,2.0,0.0,406.0,225.0,1900.0,-37.7751,145.0099,11364.0,"$1,750,000.00","$1,805,737.27",3.18%
Northcote,118 Westgarth St,4,Casa,5.5,3070.0,4.0,1.0,8.0,728.0,,1900.0,-37.7825,145.0072,11364.0,"$1,822,000.00","$2,040,926.91",12.02%
Northcote,6/229 Westgarth St,1,Apartamento,5.5,3070.0,1.0,1.0,1.0,0.0,,1970.0,-37.7827,145.0113,11364.0,"$280,000.00","$341,105.18",21.82%
Northcote,67 Charles St,2,Casa,5.5,3070.0,2.0,1.0,1.0,189.0,,,-37.7767,144.9924,11364.0,"$1,100,000.00","$1,105,134.48",0.47%
Northcote,8 Hillside Av,3,Casa,5.5,3070.0,,,,,,,,,11364.0,"$1,295,000.00","$1,287,324.74",0.59%
Northcote,3 Northcote St,3,Casa,5.5,3070.0,3.0,2.0,1.0,411.0,,,-37.7744,145.0077,11364.0,"$1,610,000.00","$1,487,789.53",7.59%
Northcote,198 Victoria Rd,2,Casa,5.5,3070.0,2.0,1.0,1.0,326.0,,,-37.7681,145.0119,11364.0,"$970,000.00","$1,001,811.91",3.28%
Northcote,39 Victoria Rd,2,Casa,5.5,3070.0,2.0,2.0,1.0,173.0,,,-37.7806,145.0097,11364.0,"$970,000.00","$1,093,144.00",12.70%
Northcote,603/8 Breavington Wy,1,Apartamento,5.5,3070.0,,,,,,,,,11364.0,"$440,000.00","$407,408.69",7.41%
Northcote,1/96 Jenkins St,3,Terreno,5.5,3070.0,,,,,,,,,11364.0,"$1,000,000.00","$1,024,922.22",2.49%
Northcote,21 Mitchell St,4,Casa,5.5,3070.0,4.0,1.0,2.0,557.0,,,-37.7721,145.0004,11364.0,"$2,990,000.00","$2,098,063.46",29.83%
Northcote,15 South Cr,2,Casa,5.5,3070.0,,,,,,,,,11364.0,"$1,006,000.00","$1,041,692.20",3.55%
Northcote,133 Beavers Rd,2,Casa,5.5,3070.0,2.0,1.0,1.0,181.0,85.0,1925.0,-37.7659,144.9903,11364.0,"$1,050,000.00","$982,008.97",6.48%
Northcote,12 Ellesmere St,2,Casa,5.5,3070.0,2.0,1.0,0.0,259.0,,,-37.7741,145.0073,11364.0,"$1,290,000.00","$1,147,342.49",11.06%
Northcote,16/341 Heidelberg Rd,2,Apartamento,5.5,3070.0,2.0,1.0,1.0,1000.0,,,-37.7836,145.0139,11364.0,"$471,250.00","$635,761.53",34.91%
Northcote,99 Kellett St,3,Casa,5.5,3070.0,3.0,1.0,1.0,534.0,127.0,1960.0,-37.7677,145.0142,11364.0,"$1,235,000.00","$1,286,473.50",4.17%
Oak Park,15 Kiama St,2,Terreno,11.5,3046.0,2.0,1.0,1.0,161.0,112.0,2015.0,-37.712,144.9175,2651.0,"$600,000.00","$533,998.15",11.00%
Oak Park,1 Ash Gr,3,Casa,11.5,3046.0,3.0,1.0,2.0,690.0,,1950.0,-37.7167,144.9127,2651.0,"$955,000.00","$861,845.51",9.75%
Oak Park,6 The Avenue,3,Apartamento,11.5,3046.0,3.0,1.0,2.0,220.0,90.0,1990.0,-37.7131,144.9091,2651.0,"$601,000.00","$597,021.35",0.66%
Oak Park,126A Winifred St,3,Casa,11.5,3046.0,3.0,2.0,1.0,341.0,170.0,2003.0,-37.7166,144.9104,2651.0,"$755,000.00","$743,644.93",1.50%
Oak Park,220 Waterloo Rd,3,Casa,11.5,3046.0,3.0,1.0,3.0,730.0,,,-37.7167,144.9216,2651.0,"$1,400,000.00","$936,045.93",33.14%
Oak Park,10 Magnolia St,5,Casa,11.5,3046.0,5.0,3.0,2.0,647.0,,,-37.719,144.9254,2651.0,"$1,005,000.00","$1,134,514.87",12.89%
Oak Park,7 Ridge Rd,4,Casa,11.5,3046.0,4.0,2.0,2.0,301.0,,,-37.7149,144.9153,2651.0,"$860,000.00","$750,227.50",12.76%
Oak Park,11 Xavier St,5,Casa,11.5,3046.0,5.0,3.0,3.0,700.0,,,-37.7206,144.9194,2651.0,"$1,306,000.00","$1,147,694.93",12.12%
Oak Park,47a Snell Gr,3,Terreno,11.5,3046.0,,,,,,,,,2651.0,"$650,000.00","$654,381.63",0.67%
Oak Park,19A Cardinal Rd,4,Casa,11.5,3046.0,4.0,2.0,3.0,568.0,,,-37.7136,144.927,2651.0,"$1,250,000.00","$1,033,328.31",17.33%
Oak Park,3/21 Lex Gr,3,Apartamento,11.5,3046.0,3.0,1.0,1.0,0.0,94.0,1998.0,-37.7188,144.9243,2651.0,"$648,000.00","$594,037.82",8.33%
Oakleigh,101 Atkinson St,4,Casa,14.0,3166.0,4.0,2.0,0.0,1143.0,,,-37.8952,145.0928,3224.0,"$2,525,000.00","$1,910,034.91",24.36%
Oakleigh,12 Watsonia St,4,Casa,14.0,3166.0,4.0,2.0,2.0,537.0,199.0,1920.0,-37.91,145.096,3224.0,"$1,615,000.00","$1,244,678.26",22.93%
Oakleigh,1/1438 Dandenong Rd,3,Apartamento,14.0,3166.0,3.0,1.0,2.0,160.0,104.0,1970.0,-37.8946,145.0944,3224.0,"$655,000.00","$635,618.79",2.96%
Oakleigh,24 Gadd St,5,Casa,14.0,3166.0,5.0,3.0,2.0,707.0,175.0,1955.0,-37.9098,145.097,3224.0,"$1,351,000.00","$1,530,370.52",13.28%
Oakleigh,36 Westgate St,3,Casa,14.0,3166.0,3.0,2.0,1.0,570.0,,,-37.9066,145.0869,3224.0,"$1,205,000.00","$1,135,433.53",5.77%
Oakleigh,4 Mead Ct,2,Casa,14.0,3166.0,2.0,1.0,2.0,257.0,,,-37.9067,145.0921,3224.0,"$676,000.00","$880,294.34",30.22%
Oakleigh,7 Hilbert Ct,4,Casa,14.0,3166.0,4.0,2.0,2.0,538.0,,,-37.895,145.1014,3224.0,"$1,145,000.00","$1,247,440.68",8.95%
Oakleigh,141 Atherton Rd,4,Casa,14.0,3166.0,4.0,3.0,4.0,691.0,213.0,1950.0,-37.8999,145.0993,3224.0,"$1,600,000.00","$1,412,942.23",11.69%
Oakleigh,110 Atkinson St,4,Casa,14.0,3166.0,4.0,2.0,2.0,598.0,222.0,1900.0,-37.898,145.0928,3224.0,"$1,840,000.00","$1,309,526.84",28.83%
Oakleigh,3 Caloola Av,3,Casa,14.0,3166.0,,,,,,,,,3224.0,"$1,580,000.00","$1,045,557.33",33.83%
Ormond,265 Tucker Rd,3,Casa,11.8,3204.0,3.0,2.0,2.0,670.0,,1927.0,-37.9067,145.053,3578.0,"$1,300,000.00","$1,656,566.84",27.43%
Ormond,39 Draper St,5,Casa,11.8,3204.0,5.0,2.0,2.0,699.0,228.0,1925.0,-37.908,145.0502,3578.0,"$2,250,000.00","$1,972,871.71",12.32%
Ormond,6/16 Walsh St,2,Apartamento,11.8,3204.0,2.0,1.0,1.0,0.0,74.0,1970.0,-37.9023,145.0461,3578.0,"$437,500.00","$543,894.94",24.32%
Ormond,2/1 Lillimur Rd,3,Apartamento,11.8,3204.0,3.0,2.0,2.0,199.0,167.0,1995.0,-37.9034,145.0409,3578.0,"$960,000.00","$978,128.17",1.89%
Ormond,688 North Rd,4,Casa,11.8,3204.0,4.0,2.0,1.0,618.0,,,-37.9051,145.0473,3578.0,"$1,486,000.00","$1,595,484.77",7.37%
Ormond,2/8 Bewdley St,3,Apartamento,11.8,3204.0,,,,,,,,,3578.0,"$1,461,000.00","$1,022,050.38",30.04%
Ormond,286 Tucker Rd,4,Terreno,11.8,3204.0,4.0,2.0,2.0,314.0,189.0,2000.0,-37.9084,145.0532,3578.0,"$1,425,000.00","$1,405,152.04",1.39%
Ormond,2 Howard Av,3,Casa,11.8,3204.0,,,,,,,,,3578.0,"$1,710,000.00","$1,353,013.43",20.88%
Ormond,3/10 Ormond Rd,1,Apartamento,11.8,3204.0,1.0,1.0,1.0,0.0,,,-37.9032,145.0455,3578.0,"$311,500.00","$253,466.57",18.63%
Parkville,13/54 The Avenue,3,Apartamento,2.6,3052.0,3.0,1.0,1.0,0.0,,1978.0,-37.7867,144.9572,2309.0,"$835,000.00","$1,029,888.63",23.34%
Parkville,21 Morrah St,4,Casa,2.6,3052.0,4.0,3.0,1.0,289.0,,,-37.7959,144.9569,2309.0,"$3,970,000.00","$3,234,869.40",18.52%
Parkville,55 Park Dr,3,Casa,2.6,3052.0,3.0,2.0,1.0,180.0,120.0,1890.0,-37.7961,144.9538,2309.0,"$2,790,000.00","$2,330,698.99",16.46%
Parkville,108 Parkville Av,4,Casa,2.6,3052.0,,,,,,,,,2309.0,"$1,446,000.00","$1,946,064.35",34.58%
Parkville,101/80 Cade Wy,2,Apartamento,2.6,3052.0,,,,,,,,,2309.0,"$500,000.00","$789,571.55",57.91%
Pascoe Vale,62 Devon Rd,3,Casa,9.9,3044.0,3.0,2.0,2.0,294.0,110.0,1950.0,-37.7215,144.9251,7485.0,"$755,000.00","$799,025.49",5.83%
Pascoe Vale,4 Dixon St,2,Casa,9.9,3044.0,2.0,1.0,2.0,531.0,,,-37.7189,144.9508,7485.0,"$750,000.00","$668,491.75",10.87%
Pascoe Vale,13 McCracken Av,2,Casa,9.9,3044.0,,,,,,,,,7485.0,"$1,290,000.00","$739,024.27",42.71%
Pascoe Vale,2 Ann St,2,Casa,9.9,3044.0,2.0,1.0,1.0,587.0,95.0,1920.0,-37.7306,144.9357,7485.0,"$999,000.00","$808,564.59",19.06%
Pascoe Vale,8 Braeside St,3,Casa,9.9,3044.0,3.0,1.0,0.0,793.0,,,-37.7182,144.9506,7485.0,"$800,000.00","$972,769.84",21.60%
Pascoe Vale,115 Derby St,4,Casa,9.9,3044.0,4.0,1.0,1.0,593.0,131.0,1970.0,-37.7278,144.9463,7485.0,"$800,000.00","$823,864.21",2.98%
Pascoe Vale,147 Derby St,3,Casa,9.9,3044.0,3.0,1.0,1.0,488.0,,,-37.7253,144.9467,7485.0,"$806,000.00","$736,673.99",8.60%
Pascoe Vale,16a Joffre Rd,3,Casa,9.9,3044.0,,,,,,,,,7485.0,"$650,000.00","$771,170.04",18.64%
Pascoe Vale,7/20 Avoca Cr,2,Terreno,9.9,3044.0,,,,,,,,,7485.0,"$660,000.00","$532,647.68",19.30%
Pascoe Vale,9 Bawden Ct,4,Casa,9.9,3044.0,4.0,1.0,2.0,596.0,130.0,1960.0,-37.7195,144.9456,7485.0,"$770,000.00","$884,067.75",14.81%
Pascoe Vale,3/238 Cumberland Rd,2,Apartamento,9.9,3044.0,2.0,1.0,1.0,136.0,,,-37.7218,144.9406,7485.0,"$496,000.00","$478,943.65",3.44%
Pascoe Vale,1/142 Derby St,3,Casa,9.9,3044.0,3.0,1.0,1.0,0.0,129.0,2000.0,-37.7243,144.9473,7485.0,"$585,000.00","$732,208.80",25.16%
Pascoe Vale,1/29 Devon Rd,2,Terreno,9.9,3044.0,2.0,1.0,2.0,240.0,,,-37.7217,144.924,7485.0,"$540,000.00","$518,967.95",3.89%
Pascoe Vale,5 Sims St,3,Casa,9.9,3044.0,3.0,1.0,2.0,321.0,94.0,1950.0,-37.7242,144.9424,7485.0,"$708,000.00","$726,017.14",2.54%
Pascoe Vale,7/26 Snell Gr,2,Apartamento,9.9,3044.0,2.0,1.0,1.0,123.0,,1970.0,-37.7181,144.9322,7485.0,"$497,000.00","$476,810.95",4.06%
Pascoe Vale,6 Wicklow St,3,Casa,9.9,3044.0,3.0,1.0,2.0,506.0,,,-37.7187,144.9433,7485.0,"$800,000.00","$773,680.82",3.29%
Pascoe Vale,8 Ann St,4,Casa,9.9,3044.0,4.0,3.0,4.0,590.0,,,-37.7302,144.9357,7485.0,"$1,395,000.00","$1,276,296.75",8.51%
Pascoe Vale,10/43 Arndt Rd,2,Apartamento,9.9,3044.0,2.0,1.0,1.0,134.0,75.0,1988.0,-37.7216,144.9292,7485.0,"$427,500.00","$502,849.46",17.63%
Pascoe Vale,19 Dale Av,5,Casa,9.9,3044.0,,,,,,,,,7485.0,"$1,301,000.00","$1,184,973.72",8.92%
Pascoe Vale,5/137 Northumberland Rd,3,Terreno,9.9,3044.0,3.0,2.0,1.0,141.0,94.0,2009.0,-37.7177,144.9328,7485.0,"$560,000.00","$660,487.18",17.94%
Pascoe Vale,1/7 Avoca Cr,3,Apartamento,9.9,3044.0,,,,,,,,,7485.0,"$620,000.00","$649,715.02",4.79%
Pascoe Vale,24 Bolingbroke St,5,Casa,9.9,3044.0,5.0,3.0,4.0,1004.0,,,-37.7321,144.9353,7485.0,"$1,410,000.00","$1,455,772.57",3.25%
Pascoe Vale,2A Bolingbroke St,2,Terreno,9.9,3044.0,2.0,1.0,1.0,0.0,82.0,2011.0,-37.7324,144.9377,7485.0,"$520,000.00","$507,735.32",2.36%
Pascoe Vale,3/307 Cumberland Rd,2,Terreno,9.9,3044.0,,,,,,,,,7485.0,"$652,000.00","$568,651.07",12.78%
Pascoe Vale,12 Irma Gr,3,Casa,9.9,3044.0,3.0,1.0,1.0,620.0,,,-37.7303,144.9445,7485.0,"$1,017,500.00","$860,627.22",15.42%
Pascoe Vale,24 Windsor St,2,Casa,9.9,3044.0,2.0,1.0,3.0,602.0,,,-37.724,144.9447,7485.0,"$910,000.00","$804,626.01",11.58%
Pascoe Vale,2/20 Bristol Rd,3,Terreno,9.9,3044.0,,,,,,,,,7485.0,"$600,000.00","$649,022.04",8.17%
Pascoe Vale,4/103 Cumberland Rd,2,Terreno,9.9,3044.0,,,,,,,,,7485.0,"$600,000.00","$532,647.68",11.23%
Pascoe Vale,2/307 Cumberland Rd,3,Terreno,9.9,3044.0,,,,,,,,,7485.0,"$690,000.00","$693,361.37",0.49%
Pascoe Vale,16 Hayes Pde,5,Casa,9.9,3044.0,5.0,2.0,2.0,706.0,166.0,1950.0,-37.7328,144.9281,7485.0,"$958,000.00","$1,121,416.26",17.06%
Pascoe Vale,20 Snell Gr,3,Casa,9.9,3044.0,3.0,1.0,1.0,603.0,,,-37.7186,144.9318,7485.0,"$770,000.00","$739,713.65",3.93%
Port Melbourne,281 Esplanade East,3,Casa,3.8,3207.0,3.0,3.0,0.0,92.0,105.0,1910.0,-37.8368,144.9463,8648.0,"$1,400,000.00","$1,592,775.40",13.77%
Port Melbourne,317/99 Dow St,2,Apartamento,3.8,3207.0,2.0,1.0,1.0,2166.0,54.0,2012.0,-37.8415,144.9412,8648.0,"$520,000.00","$611,533.72",17.60%
Port Melbourne,342 Howe Pde,2,Casa,3.8,3207.0,2.0,1.0,2.0,288.0,,,-37.8366,144.923,8648.0,"$1,332,000.00","$1,345,301.34",1.00%
Port Melbourne,301/115 Nott St,2,Casa,3.8,3207.0,2.0,2.0,1.0,0.0,90.0,2012.0,-37.84,144.939,8648.0,"$801,000.00","$1,054,694.33",31.67%
Port Melbourne,203 Station St,3,Casa,3.8,3207.0,3.0,2.0,2.0,368.0,226.0,1880.0,-37.8323,144.9463,8648.0,"$2,400,000.00","$1,982,464.31",17.40%
Port Melbourne,49 Edwards Av,4,Casa,3.8,3207.0,,,,,,,,,8648.0,"$1,995,000.00","$2,406,942.95",20.65%
Port Melbourne,204/52 Nott St,2,Apartamento,3.8,3207.0,2.0,1.0,1.0,7159.0,61.0,2008.0,-37.841,144.9386,8648.0,"$575,000.00","$669,023.62",16.35%
Port Melbourne,602/142 Rouse St,2,Casa,3.8,3207.0,,,,,,,,,8648.0,"$1,000,000.00","$1,325,738.26",32.57%
Port Melbourne,129 Esplanade Pl,3,Casa,3.8,3207.0,,,,,,,,,8648.0,"$1,700,000.00","$1,645,174.05",3.23%
Port Melbourne,102/159 Beach St,2,Apartamento,3.8,3207.0,2.0,2.0,1.0,98.0,,2005.0,-37.8392,144.9257,8648.0,"$950,000.00","$940,575.97",0.99%
Port Melbourne,205/88 Dow St,2,Apartamento,3.8,3207.0,2.0,1.0,1.0,0.0,,,-37.842,144.9413,8648.0,"$730,000.00","$654,232.04",10.38%
Port Melbourne,108/40 Beach St,2,Apartamento,3.8,3207.0,2.0,2.0,1.0,0.0,,,-37.8427,144.9378,8648.0,"$1,110,000.00","$892,694.33",19.58%
Port Melbourne,9/23 Beaconsfield Pde,2,Apartamento,3.8,3207.0,2.0,2.0,2.0,0.0,,,-37.8444,144.9421,8648.0,"$2,250,000.00","$1,303,833.92",42.05%
Port Melbourne,130 Clark St,4,Casa,3.8,3207.0,4.0,3.0,2.0,317.0,156.0,1900.0,-37.8346,144.9358,8648.0,"$2,700,000.00","$2,221,725.76",17.71%
Port Melbourne,205 Clark St,4,Casa,3.8,3207.0,4.0,1.0,1.0,190.0,,,-37.833,144.9377,8648.0,"$1,375,000.00","$1,634,477.23",18.87%
Port Melbourne,13 Edwards Av,4,Casa,3.8,3207.0,,,,,,,,,8648.0,"$1,805,000.00","$2,302,875.40",27.58%
